ra,iaa_autoavaliacao,ida_desempenho_academico,ieg_engajamento_atividades,ipp_psicopedagogicos,ian_adequacao_nivel,ips_aspectos_psicossociais,ipv_ponto_virada,inde_indice_desen_educacional,requer_psicologia,atingiu_pv,defasagem,ano_arquivo,risco
RA-516,10.0,9.9,9.7,,10.0,7.5,8.06,8.9,Não atendido,Não,0.0,2022,1
RA-516,10.0,9.3,9.8,8.75,10.0,2.52,8.72,8.9,,,,2023,1
RA-516,10.0,8.83,10.0,8.54,10.0,2.51,7.56,8.9,,,,2024,0
RA-517,6.9,7.7,9.5,,5.0,7.5,7.83,7.6,Não atendido,Não,-2.0,2022,1
RA-517,4.1,6.6,9.0,6.88,5.0,2.52,6.71,7.6,,,,2023,1
RA-517,7.5,5.0,5.27,6.04,10.0,2.51,6.11,7.6,,,,2024,0
RA-518,9.0,7.5,9.4,,5.0,7.5,7.5,7.66,Não atendido,Não,-1.0,2022,1
RA-518,8.5,6.7,8.5,8.13,10.0,5.0,6.92,7.66,,,,2023,1
RA-518,8.33,4.0,6.83,7.08,10.0,2.51,6.94,7.66,,,,2024,0
RA-519,7.4,7.5,9.6,,10.0,7.5,7.33,8.0,Não atendido,Não,0.0,2022,1
RA-519,9.0,7.4,9.9,7.71,5.0,7.52,8.22,8.0,,,,2023,0
RA-52,9.6,6.2,8.9,,10.0,7.5,7.5,7.86,Não atendido,Não,2.0,2022,0
RA-52,10.0,6.4,9.8,8.13,10.0,2.52,8.3,7.86,,,,2023,0
RA-52,8.75,7.22,9.44,7.5,10.0,6.89,7.5,7.86,,,,2024,0
RA-520,10.0,6.8,6.8,,5.0,7.5,7.28,7.04,Não atendido,Não,-1.0,2022,0
RA-521,9.0,6.0,10.0,,10.0,5.0,7.5,7.73,Requer avaliação,Não,0.0,2022,0
RA-521,0.0,7.9,9.9,7.08,5.0,3.77,8.17,7.73,,,,2023,1
RA-521,8.0,6.25,9.04,6.67,10.0,5.01,7.28,7.73,,,,2024,0
RA-522,9.5,7.5,9.1,,10.0,7.5,8.17,8.31,Não atendido,Não,0.0,2022,0
RA-522,7.5,8.3,9.2,7.08,5.0,7.52,8.45,8.31,,,,2023,0
RA-522,8.0,9.0,9.52,8.44,10.0,7.51,7.89,8.31,,,,2024,0
RA-523,10.0,6.5,9.5,,5.0,7.5,7.56,7.59,Não atendido,Não,-1.0,2022,0
RA-524,0.0,9.1,9.4,,5.0,5.0,8.06,6.95,Requer avaliação,Não,-1.0,2022,1
RA-524,6.4,8.9,9.2,8.33,5.0,2.52,7.42,6.95,,,,2023,1
RA-524,7.08,8.67,5.11,8.33,10.0,2.51,7.39,6.95,,,,2024,0
RA-525,9.0,8.6,9.3,,5.0,7.5,8.17,8.01,Não atendido,Não,-1.0,2022,0
RA-525,8.0,9.2,8.6,8.96,5.0,2.52,9.57,8.01,,,,2023,0
RA-526,10.0,8.0,9.9,,5.0,7.5,8.17,8.08,Não atendido,Não,-2.0,2022,0
RA-526,9.5,8.8,9.8,8.75,5.0,5.0,7.75,8.08,,,,2023,1
RA-526,9.59,7.33,9.38,7.29,5.0,8.13,7.5,8.08,,,,2024,0
RA-527,8.5,6.5,10.0,,10.0,7.5,7.5,8.03,Não atendido,Não,0.0,2022,0
RA-527,9.0,6.5,9.1,7.5,5.0,7.52,7.78,8.03,,,,2023,1
RA-527,9.0,6.0,10.0,8.13,10.0,7.51,7.38,8.03,,,,2024,0
RA-528,0.0,4.0,6.2,,5.0,7.5,6.94,5.34,Não atendido,Não,-1.0,2022,0
RA-528,9.0,8.2,8.5,8.75,5.0,5.0,7.92,5.34,,,,2023,1
RA-528,9.17,6.67,5.79,7.29,10.0,7.51,6.94,5.33,,,,2024,0
RA-529,8.5,5.2,8.9,,5.0,5.0,6.56,6.51,Requer avaliação,Não,-2.0,2022,0
RA-529,8.0,6.8,9.6,5.78,5.0,7.52,6.89,6.51,,,,2023,1
RA-529,7.0,4.25,6.61,4.79,5.0,4.38,4.89,6.51,,,,2024,0
RA-53,9.2,7.0,7.0,,5.0,7.5,6.46,6.73,Não atendido,Não,-2.0,2022,0
RA-53,9.2,7.7,9.1,7.5,5.0,5.63,7.59,6.73,,,,2023,0
RA-530,10.0,8.9,9.0,,5.0,7.5,9.06,8.34,Não atendido,Sim,-1.0,2022,1
RA-530,10.0,5.7,8.8,7.71,10.0,5.0,7.46,8.34,,,,2023,1
RA-530,8.75,4.5,6.47,7.08,10.0,9.38,7.5,8.34,,,,2024,0
RA-531,9.5,7.8,9.8,,5.0,7.5,8.17,8.06,Não atendido,Não,-1.0,2022,1
RA-531,9.5,7.7,10.0,8.75,10.0,2.52,8.59,8.06,,,,2023,1
RA-531,9.17,6.67,9.8,7.97,10.0,4.38,7.34,8.06,,,,2024,0
RA-532,9.5,5.5,9.7,,10.0,7.5,7.17,7.79,Não atendido,Não,0.0,2022,0
RA-533,8.5,6.0,8.8,,5.0,5.6,7.33,6.96,Requer avaliação,Não,-1.0,2022,1
RA-533,9.0,5.8,9.3,7.5,5.0,7.52,7.61,6.96,,,,2023,0
RA-534,9.0,7.1,7.4,,5.0,7.5,7.33,7.13,Não atendido,Não,-2.0,2022,1
RA-534,0.0,5.4,8.1,8.13,5.0,2.52,7.92,7.13,,,,2023,1
RA-534,9.59,5.0,6.04,7.5,10.0,7.51,7.1,7.13,,,,2024,0
RA-535,9.0,5.1,9.2,,5.0,7.5,6.92,6.95,Sem limitações,Não,-1.0,2022,0
RA-535,9.0,5.6,9.4,8.13,10.0,5.0,8.95,6.95,,,,2023,0
RA-535,9.17,6.0,7.16,7.97,10.0,8.14,7.5,6.95,,,,2024,0
RA-536,9.5,6.0,8.9,,5.0,5.6,7.75,7.11,Sem limitações,Não,-1.0,2022,1
RA-536,8.0,5.9,9.3,8.33,10.0,2.52,9.17,7.11,,,,2023,1
RA-536,8.33,5.5,9.11,7.19,10.0,8.14,7.42,7.11,,,,2024,0
RA-537,9.5,4.8,9.0,,5.0,4.4,7.17,6.64,Requer avaliação,Não,-1.0,2022,0
RA-538,8.5,6.8,7.5,,5.0,5.6,5.58,6.31,Requer avaliação,Não,-2.0,2022,1
RA-538,7.4,4.7,8.6,7.92,5.0,2.52,7.39,6.31,,,,2023,0
RA-538,8.75,6.17,7.67,5.63,5.0,7.51,5.29,6.31,,,,2024,0
RA-539,8.5,7.5,9.3,,5.0,6.9,8.42,7.67,Sem limitações,Sim,-1.0,2022,0
RA-539,9.5,8.5,8.6,9.17,5.0,2.52,8.84,7.67,,,,2023,1
RA-539,10.0,5.83,9.23,8.75,10.0,7.51,9.13,7.66,,,,2024,0
RA-54,7.9,4.8,6.9,,5.0,7.5,6.13,6.06,Não atendido,Não,-1.0,2022,0
RA-540,8.5,7.0,9.5,,5.0,5.6,7.5,7.3,Sem limitações,Não,-1.0,2022,0
RA-540,8.5,7.1,8.8,8.96,10.0,5.0,8.95,7.3,,,,2023,0
RA-541,10.0,2.5,7.8,,2.5,6.9,5.0,5.43,Sem limitações,Não,-3.0,2022,0
RA-542,8.0,6.5,9.8,,5.0,6.3,7.42,7.22,Sem limitações,Não,-1.0,2022,1
RA-542,9.5,6.3,9.7,8.75,5.0,5.0,9.01,7.22,,,,2023,1
RA-542,8.75,3.93,6.48,7.03,10.0,8.13,6.23,7.22,,,,2024,0
RA-543,8.5,6.5,9.8,,5.0,4.4,7.17,7.05,Sem limitações,Não,-1.0,2022,0
RA-543,7.8,6.5,9.8,8.75,10.0,2.52,9.01,7.05,,,,2023,0
RA-543,8.75,6.83,9.62,8.91,10.0,2.51,8.7,7.05,,,,2024,0
RA-544,9.5,3.3,9.7,,5.0,5.6,6.0,6.31,Requer avaliação,Não,-1.0,2022,0
RA-545,9.5,5.5,6.6,,5.0,7.5,7.5,6.72,Sem limitações,Não,-2.0,2022,0
RA-546,9.0,5.6,7.9,,5.0,5.0,7.92,6.77,Não indicado,Não,-1.0,2022,0
RA-546,0.0,5.7,7.2,8.75,5.0,2.52,9.17,6.77,,,,2023,1
RA-546,5.83,4.67,3.78,5.16,10.0,8.14,5.5,6.77,,,,2024,0
RA-547,9.5,7.6,9.7,,5.0,5.0,8.83,7.75,Não indicado,Sim,-1.0,2022,1
RA-547,0.0,6.2,9.1,8.75,5.0,2.52,8.95,7.75,,,,2023,0
RA-547,8.75,6.83,7.03,5.63,10.0,8.14,5.93,7.74,,,,2024,0
RA-548,8.0,7.2,9.1,,5.0,6.9,7.58,7.29,Sem limitações,Não,-2.0,2022,0
RA-548,9.0,7.4,9.1,8.33,5.0,2.52,8.28,7.29,,,,2023,1
RA-548,9.17,6.67,7.6,5.94,10.0,7.51,5.63,7.29,,,,2024,0
RA-549,10.0,4.2,7.9,,5.0,6.9,6.17,6.3,Sem limitações,Não,-1.0,2022,0
RA-549,9.5,6.4,8.1,6.88,5.0,5.02,7.5,6.3,,,,2023,1
RA-549,10.0,5.75,7.2,6.41,5.0,6.26,5.91,6.3,,,,2024,0
RA-55,7.1,7.5,7.6,,5.0,5.6,6.5,6.58,Requer avaliação,Não,-1.0,2022,1
RA-55,7.9,7.1,8.1,7.5,5.0,3.14,7.55,6.58,,,,2023,0
RA-550,9.0,1.9,9.0,,5.0,6.9,6.25,6.03,Sem limitações,Não,-2.0,2022,0
RA-551,8.5,6.6,7.3,,5.0,6.9,7.33,6.85,Sem limitações,Não,-2.0,2022,1
RA-551,10.0,5.4,8.6,8.54,5.0,2.52,8.39,6.85,,,,2023,0
RA-552,9.5,5.5,8.8,,5.0,5.0,7.17,6.63,Não indicado,Não,-1.0,2022,0
RA-552,0.0,6.4,5.6,6.67,5.0,3.14,6.89,6.63,,,,2023,0
RA-553,9.5,3.3,6.9,,5.0,6.9,8.17,6.39,Sem limitações,Não,-1.0,2022,0
RA-554,7.9,4.0,6.0,,5.0,6.9,5.75,5.59,Sem limitações,Não,-2.0,2022,0
RA-555,9.5,4.4,8.1,,5.0,5.0,5.17,5.95,Não indicado,Não,-2.0,2022,1
RA-555,7.4,3.9,8.1,6.25,5.0,2.52,6.95,5.95,,,,2023,0
RA-555,10.0,4.33,2.75,5.0,5.0,6.89,5.03,5.95,,,,2024,0
RA-556,9.0,6.4,8.8,,5.0,5.0,8.25,7.18,Não indicado,Não,-1.0,2022,0
RA-556,8.5,7.2,9.6,9.17,5.0,2.52,9.4,7.18,,,,2023,1
RA-556,7.08,3.83,6.17,6.41,10.0,2.51,6.16,7.18,,,,2024,0
RA-557,10.0,9.4,8.4,,5.0,7.5,9.33,8.33,Sem limitações,Sim,-1.0,2022,1
RA-557,10.0,8.9,8.2,9.38,10.0,5.0,9.62,8.33,,,,2023,0
RA-557,10.0,9.67,8.76,10.0,10.0,7.51,9.58,8.33,,,,2024,0
RA-558,9.0,4.3,8.5,,2.5,5.0,4.5,5.54,Não indicado,Não,-3.0,2022,0
RA-558,7.8,6.0,9.4,6.46,2.5,5.0,6.78,5.54,,,,2023,1
RA-558,9.17,3.0,3.78,6.09,5.0,8.13,4.27,5.54,,,,2024,0
RA-559,9.5,7.1,9.2,,5.0,7.5,8.08,7.63,Sem limitações,Não,-1.0,2022,0
RA-559,10.0,7.4,9.4,8.96,5.0,5.0,8.51,7.63,,,,2023,1
RA-559,10.0,3.17,5.71,6.25,10.0,8.13,4.73,7.63,,,,2024,0
RA-56,10.0,7.0,10.0,,10.0,7.5,8.25,8.4,Sem limitações,Não,0.0,2022,0
RA-56,9.6,7.8,9.5,8.13,10.0,5.0,7.8,8.4,,,,2023,1
RA-56,10.0,7.67,9.27,8.44,10.0,10.0,9.23,8.4,,,,2024,0
RA-560,6.9,3.8,7.2,,5.0,5.0,3.75,4.95,Não indicado,Não,-1.0,2022,0
RA-560,0.0,4.0,8.4,5.0,5.0,2.52,6.0,4.95,,,,2023,0
RA-561,9.0,7.4,9.0,,5.0,7.5,8.83,7.86,Sem limitações,Sim,-1.0,2022,0
RA-562,8.0,8.0,9.0,,5.0,7.5,8.75,7.86,Sem limitações,Sim,-1.0,2022,0
RA-562,0.0,8.7,8.5,8.54,5.0,2.52,8.89,7.86,,,,2023,1
RA-562,8.33,7.83,9.83,7.63,10.0,8.14,7.25,7.85,,,,2024,0
RA-563,10.0,8.5,9.2,,5.0,7.5,8.83,8.22,Sem limitações,Sim,-1.0,2022,1
RA-563,6.4,6.2,9.7,8.75,10.0,2.52,8.73,8.22,,,,2023,0
RA-563,9.17,8.33,9.46,8.13,10.0,8.14,7.47,8.22,,,,2024,0
RA-564,9.5,2.3,3.8,,5.0,5.0,6.83,4.97,Não indicado,Não,-2.0,2022,0
RA-565,9.0,2.9,4.1,,5.0,7.5,5.92,5.23,Sem limitações,Não,-2.0,2022,0
RA-566,9.5,8.5,8.4,,5.0,7.5,7.92,7.73,Sem limitações,Não,-2.0,2022,1
RA-566,9.0,8.4,8.8,8.96,5.0,2.52,8.67,7.73,,,,2023,0
RA-567,9.5,4.8,6.0,,5.0,7.5,6.83,6.28,Sem limitações,Não,-1.0,2022,0
RA-568,8.0,8.3,8.6,,2.5,6.9,7.94,7.31,Não atendido,Não,-3.0,2022,1
RA-568,7.0,7.6,7.9,8.13,2.5,5.0,8.01,7.31,,,,2023,1
RA-568,7.92,5.17,3.26,6.56,5.0,8.13,5.5,7.31,,,,2024,0
RA-569,9.5,6.8,8.7,,5.0,5.0,7.33,7.07,Requer avaliação,Não,-2.0,2022,0
RA-57,7.1,8.4,8.1,,5.0,5.6,7.88,7.31,Requer avaliação,Não,-1.0,2022,1
RA-57,0.0,7.2,8.0,7.97,5.0,5.63,7.76,7.31,,,,2023,1
RA-57,9.59,6.17,6.01,8.59,10.0,6.88,7.39,7.3,,,,2024,0
RA-570,9.0,1.3,7.0,,5.0,7.5,6.78,5.72,Não atendido,Não,-1.0,2022,0
RA-570,8.5,5.9,7.3,8.13,5.0,3.77,8.06,5.72,,,,2023,0
RA-570,8.0,6.75,8.0,7.19,5.0,5.63,6.41,5.72,,,,2024,0
RA-571,8.5,3.7,8.8,,5.0,7.5,6.94,6.59,Não atendido,Não,-1.0,2022,0
RA-571,9.0,5.0,7.9,7.29,5.0,3.77,7.62,6.59,,,,2023,0
RA-571,7.0,5.25,8.7,7.03,5.0,4.38,5.83,6.59,,,,2024,0
RA-572,8.5,6.8,8.0,,10.0,7.5,6.83,7.48,Não atendido,Não,0.0,2022,0
RA-573,9.5,8.2,9.9,,5.0,7.5,8.94,8.26,Não atendido,Sim,-1.0,2022,1
RA-573,9.5,6.6,9.8,8.54,5.0,5.0,8.45,8.26,,,,2023,1
RA-573,9.17,5.0,9.5,7.81,10.0,8.76,6.83,8.26,,,,2024,0
RA-574,9.5,7.5,7.2,,5.0,5.0,6.94,6.86,Requer avaliação,Não,-1.0,2022,0
RA-574,6.9,8.1,8.2,7.92,10.0,5.0,8.17,6.86,,,,2023,0
RA-575,8.0,2.8,6.1,,5.0,7.5,7.0,5.89,Não atendido,Não,-2.0,2022,0
RA-576,9.5,7.8,9.1,,5.0,7.5,7.11,7.59,Não atendido,Não,-1.0,2022,0
RA-576,9.0,8.0,9.3,9.22,5.0,5.02,8.5,7.59,,,,2023,0
RA-576,8.5,9.25,10.0,7.81,10.0,7.51,8.5,7.59,,,,2024,0
RA-577,9.5,9.0,9.3,,5.0,7.5,7.11,7.86,Não atendido,Não,-1.0,2022,1
RA-577,10.0,7.4,8.2,6.88,5.0,3.77,7.67,7.86,,,,2023,0
RA-577,8.5,8.0,5.77,6.56,5.0,5.63,6.54,7.86,,,,2024,0
RA-578,9.5,9.5,10.0,,5.0,8.8,9.61,8.81,Sem limitações,Sim,-1.0,2022,0
RA-578,9.0,9.7,10.0,9.79,10.0,2.52,9.76,8.81,,,,2023,0
RA-578,10.0,9.83,10.0,9.58,10.0,2.51,9.45,8.81,,,,2024,0
RA-579,8.5,3.8,5.8,,5.0,7.5,7.22,6.07,Não atendido,Não,-1.0,2022,0
RA-58,9.6,7.2,9.2,,10.0,6.3,8.13,8.14,Sem limitações,Não,0.0,2022,0
RA-58,0.0,8.1,9.7,8.44,10.0,6.26,8.38,8.14,,,,2023,1
RA-58,9.59,7.33,9.82,9.06,10.0,7.51,8.62,8.14,,,,2024,0
RA-580,8.0,7.6,9.6,,5.0,7.5,7.17,7.53,Não atendido,Não,-1.0,2022,0
RA-580,8.5,9.0,9.8,8.75,5.0,7.52,8.67,7.53,,,,2023,0
RA-580,9.0,9.25,8.87,7.03,5.0,7.51,7.25,7.53,,,,2024,0
RA-581,7.5,5.0,8.9,,5.0,7.5,5.89,6.46,Não atendido,Não,-1.0,2022,0
RA-581,8.0,7.9,9.8,6.46,5.0,7.52,7.39,6.46,,,,2023,0
RA-581,7.42,8.75,8.2,6.56,5.0,5.63,6.17,6.46,,,,2024,0
RA-582,10.0,4.9,9.0,,5.0,7.5,7.22,7.06,Não atendido,Não,-1.0,2022,0
RA-583,8.5,7.1,9.4,,5.0,7.5,7.33,7.46,Não atendido,Não,-2.0,2022,1
RA-583,9.0,6.3,9.4,8.33,5.0,7.52,8.62,7.46,,,,2023,1
RA-583,7.92,5.0,8.9,6.88,10.0,8.14,6.87,7.46,,,,2024,0
RA-584,8.0,4.6,8.5,,5.0,7.5,7.33,6.71,Não atendido,Não,-1.0,2022,0
RA-584,9.5,5.8,9.0,8.33,10.0,2.52,8.56,6.71,,,,2023,1
RA-584,8.75,4.33,5.64,7.34,10.0,8.76,6.37,6.71,,,,2024,0
RA-585,8.5,5.0,9.1,,10.0,7.5,6.89,7.4,Não atendido,Não,0.0,2022,0
RA-586,10.0,8.2,9.6,,5.0,5.6,8.78,7.99,Requer avaliação,Sim,-1.0,2022,0
RA-586,8.0,8.4,10.0,8.33,10.0,2.52,9.34,7.99,,,,2023,0
RA-586,9.17,8.5,9.24,8.75,10.0,7.51,8.06,7.99,,,,2024,0
RA-587,9.5,3.8,9.3,,5.0,7.5,6.17,6.63,Não atendido,Não,-1.0,2022,1
RA-587,8.5,2.7,7.0,6.46,5.0,7.52,6.72,6.63,,,,2023,0
RA-587,9.0,6.25,7.38,7.92,5.0,7.51,5.74,6.63,,,,2024,0
RA-588,9.5,9.3,10.0,,10.0,5.6,8.28,8.62,Sem limitações,Não,0.0,2022,1
RA-588,8.0,7.8,9.6,8.96,10.0,2.52,9.67,8.62,,,,2023,0
RA-588,9.17,7.83,9.83,8.75,10.0,7.51,8.0,8.62,,,,2024,0
RA-589,9.5,5.8,9.4,,10.0,7.5,7.06,7.74,Não atendido,Não,0.0,2022,0
RA-59,9.2,7.2,9.3,,5.0,7.5,7.92,7.64,Não atendido,Não,-2.0,2022,0
RA-59,7.5,7.2,9.6,8.28,5.0,5.63,8.42,7.64,,,,2023,0
RA-59,,,0.0,,10.0,,,7.64,,,,2024,0
RA-590,8.5,7.4,8.6,,5.0,7.5,7.61,7.44,Não atendido,Não,-1.0,2022,1
RA-590,6.3,6.5,9.7,7.29,10.0,3.77,8.34,7.44,,,,2023,1
RA-590,8.0,4.0,8.46,7.5,5.0,6.26,7.72,7.43,,,,2024,0
RA-591,9.5,7.1,9.3,,5.0,7.5,7.39,7.51,Não atendido,Não,-1.0,2022,1
RA-591,9.0,6.9,8.5,5.83,5.0,6.27,7.33,7.51,,,,2023,0
RA-591,7.42,7.5,7.91,5.78,5.0,6.26,6.54,7.51,,,,2024,0
RA-592,8.0,8.4,8.5,,5.0,5.6,7.78,7.38,Requer avaliação,Não,-1.0,2022,1
RA-592,6.2,7.6,9.2,7.92,10.0,3.77,8.95,7.38,,,,2023,0
RA-592,7.92,7.83,6.11,7.66,10.0,2.51,7.63,7.38,,,,2024,0
RA-593,7.5,4.6,7.4,,5.0,7.5,6.28,6.25,Não atendido,Não,-1.0,2022,0
RA-594,8.0,7.8,9.4,,5.0,7.5,6.89,7.39,Não atendido,Não,-1.0,2022,1
RA-594,8.5,5.8,7.1,6.88,5.0,6.27,7.34,7.39,,,,2023,0
RA-594,6.92,7.0,5.75,8.13,10.0,6.26,6.05,7.39,,,,2024,0
RA-595,8.5,1.0,5.5,,5.0,7.5,6.0,5.18,Não atendido,Não,-2.0,2022,0
RA-595,0.0,3.3,7.0,6.67,5.0,7.52,5.55,5.18,,,,2023,0
RA-596,9.5,9.3,10.0,,10.0,7.5,9.0,8.97,Sem limitações,Sim,0.0,2022,0
RA-597,9.0,8.0,10.0,,10.0,7.5,7.06,8.27,Sem limitações,Não,0.0,2022,0
RA-597,10.0,8.5,9.6,9.06,5.0,7.52,8.56,8.27,,,,2023,1
RA-597,9.0,6.0,9.33,7.5,10.0,7.51,6.88,8.27,,,,2024,0
RA-598,9.5,3.7,7.2,,5.0,7.5,6.94,6.35,Sem limitações,Não,-1.0,2022,0
RA-599,9.5,9.1,9.2,,5.0,7.5,8.56,8.2,Sem limitações,Sim,-1.0,2022,1
RA-599,10.0,8.5,9.5,8.33,10.0,2.52,9.29,8.2,,,,2023,1
RA-599,10.0,7.67,8.61,7.08,10.0,9.38,7.28,8.2,,,,2024,0
RA-6,7.9,3.3,4.5,,5.0,7.5,7.22,5.85,Sem limitações,Não,-1.0,2022,0
RA-6,,,,,10.0,,,5.85,,,,2023,0
RA-6,,,0.0,,10.0,,,5.85,,,,2024,0
RA-60,6.7,4.9,6.0,,2.5,7.5,6.17,5.54,Não atendido,Não,-3.0,2022,0
RA-600,8.5,3.9,8.4,,10.0,7.5,6.83,7.01,Sem limitações,Não,0.0,2022,0
RA-600,8.5,7.2,8.4,8.28,5.0,7.52,8.06,7.01,,,,2023,0
RA-600,8.0,7.5,8.01,7.5,10.0,7.51,7.22,7.01,,,,2024,0
RA-601,9.0,5.7,9.7,,10.0,7.5,7.17,7.71,Sem limitações,Não,1.0,2022,0
RA-601,9.0,8.7,10.0,9.06,10.0,7.52,8.34,7.71,,,,2023,0
RA-601,9.5,8.75,10.0,8.75,5.0,7.51,8.43,7.71,,,,2024,0
RA-602,10.0,8.6,9.7,,5.0,7.5,7.67,8.04,Sem limitações,Não,-1.0,2022,1
RA-602,10.0,8.1,9.6,8.75,5.0,7.52,9.51,8.04,,,,2023,1
RA-602,9.59,7.33,9.67,8.28,10.0,7.51,8.55,8.04,,,,2024,0
RA-603,9.0,7.5,9.5,,5.0,7.5,8.0,7.78,Sem limitações,Não,-1.0,2022,1
RA-603,0.0,7.0,8.9,7.71,10.0,2.52,7.78,7.78,,,,2023,1
RA-603,9.59,4.67,7.16,6.88,10.0,6.89,6.22,7.78,,,,2024,0
RA-604,9.0,8.8,9.0,,5.0,7.5,8.33,8.02,Sem limitações,Não,-1.0,2022,1
RA-604,9.0,7.5,9.3,8.13,10.0,7.52,8.62,8.02,,,,2023,1
RA-604,8.33,7.0,7.5,6.41,10.0,8.13,6.21,8.02,,,,2024,0
RA-605,6.9,7.1,9.3,,5.0,6.9,7.56,7.28,Sem limitações,Não,-2.0,2022,1
RA-605,9.0,6.8,9.5,7.29,5.0,7.52,7.84,7.28,,,,2023,1
RA-605,7.5,2.67,6.19,7.0,10.0,6.89,5.53,7.28,,,,2024,0
RA-606,9.5,1.8,9.0,,5.0,7.5,6.11,6.13,Sem limitações,Não,-1.0,2022,0
RA-606,8.5,6.0,8.5,7.66,5.0,7.52,8.22,6.13,,,,2023,1
RA-606,8.5,3.25,7.61,8.13,10.0,6.89,5.61,6.13,,,,2024,0
RA-607,6.8,4.0,8.1,,5.0,7.5,7.44,6.44,Sem limitações,Não,-1.0,2022,0
RA-607,8.0,6.8,7.5,7.97,5.0,7.52,8.17,6.44,,,,2023,0
RA-607,8.5,7.0,7.48,7.19,10.0,7.51,7.17,6.44,,,,2024,0
RA-608,7.8,6.3,9.6,,5.0,7.5,7.22,7.22,Sem limitações,Não,-1.0,2022,1
RA-608,10.0,6.2,7.5,7.97,5.0,7.52,8.11,7.22,,,,2023,1
RA-608,9.0,4.25,3.05,7.19,10.0,6.89,5.05,7.22,,,,2024,0
RA-609,8.5,6.0,7.6,,5.0,7.5,7.06,6.79,Sem limitações,Não,-1.0,2022,1
RA-609,9.5,5.3,6.4,6.88,5.0,7.52,6.22,6.79,,,,2023,0
RA-61,9.2,5.8,7.4,,10.0,7.5,7.88,7.53,Não atendido,Não,0.0,2022,0
RA-61,8.3,6.2,7.0,7.97,10.0,6.26,7.46,7.53,,,,2023,0
RA-610,9.0,6.5,9.6,,10.0,7.5,8.5,8.18,Sem limitações,Sim,0.0,2022,0
RA-610,10.0,7.0,10.0,8.54,10.0,2.52,8.9,8.18,,,,2023,1
RA-610,9.59,6.33,9.69,6.88,10.0,3.76,8.34,8.18,,,,2024,0
RA-611,9.5,9.5,7.6,,5.0,7.5,7.56,7.76,Não atendido,Não,-2.0,2022,0
RA-612,9.0,7.9,9.2,,5.0,7.5,7.17,7.59,Não atendido,Não,-1.0,2022,0
RA-612,9.0,9.7,9.7,9.06,5.0,3.77,9.29,7.59,,,,2023,0
RA-612,8.0,9.75,9.55,9.69,10.0,6.26,9.4,7.59,,,,2024,0
RA-613,9.0,9.2,9.2,,5.0,7.5,8.56,8.12,Não atendido,Sim,-2.0,2022,1
RA-613,9.2,4.8,9.4,6.72,5.0,5.0,7.21,8.12,,,,2023,0
RA-613,8.33,7.33,9.57,6.88,5.0,7.51,6.25,8.12,,,,2024,0
RA-614,9.5,9.6,9.7,,5.0,7.5,8.28,8.34,Não atendido,Não,-2.0,2022,1
RA-614,9.0,8.6,9.1,8.33,5.0,7.52,8.56,8.34,,,,2023,1
RA-614,9.59,6.83,9.7,7.92,5.0,7.51,7.6,8.34,,,,2024,0
RA-615,9.5,7.3,9.7,,10.0,7.5,6.89,8.09,Não atendido,Não,0.0,2022,0
RA-615,10.0,7.6,9.7,8.28,5.0,3.14,8.62,8.09,,,,2023,0
RA-616,7.4,8.8,7.4,,5.0,7.5,7.28,7.3,Não atendido,Não,-2.0,2022,1
RA-616,0.0,6.8,6.6,5.83,5.0,5.02,6.78,7.3,,,,2023,1
RA-616,7.5,3.83,3.09,6.46,10.0,6.89,4.95,7.3,,,,2024,0
RA-617,8.5,6.3,8.9,,5.0,7.5,6.78,7.11,Não atendido,Não,-1.0,2022,0
RA-617,0.0,6.9,9.0,7.71,5.0,7.52,8.12,7.11,,,,2023,0
RA-618,8.9,6.7,8.3,,5.0,7.5,7.33,7.18,Não atendido,Não,-2.0,2022,1
RA-618,0.0,6.2,9.2,8.13,5.0,5.02,7.95,7.18,,,,2023,1
RA-618,10.0,4.17,8.32,6.67,5.0,6.88,6.83,7.18,,,,2024,0
RA-619,9.5,9.0,8.0,,5.0,7.5,7.33,7.69,Não atendido,Não,-1.0,2022,0
RA-619,9.0,9.0,7.1,7.71,10.0,3.77,8.12,7.69,,,,2023,0
RA-62,8.8,9.3,9.4,,5.0,7.5,7.25,7.89,Não atendido,Não,-2.0,2022,1
RA-62,0.0,7.5,9.8,8.25,10.0,6.89,8.22,7.89,,,,2023,0
RA-62,,,0.0,,10.0,,,7.89,,,,2024,0
RA-620,0.0,6.8,7.5,,5.0,7.5,6.83,6.02,Não atendido,Não,-2.0,2022,1
RA-620,6.8,6.2,8.4,6.88,5.0,7.52,7.5,6.02,,,,2023,1
RA-620,8.33,2.5,3.98,7.08,10.0,7.51,5.89,6.02,,,,2024,0
RA-621,9.5,7.5,7.7,,5.0,7.5,8.22,7.45,Não atendido,Não,-1.0,2022,0
RA-622,3.5,3.8,3.8,,5.0,7.5,6.0,4.93,Não atendido,Não,-2.0,2022,0
RA-623,7.5,8.3,9.0,,5.0,7.5,7.39,7.52,Não atendido,Não,-2.0,2022,1
RA-623,10.0,7.3,9.5,7.29,5.0,7.52,7.45,7.52,,,,2023,1
RA-623,8.33,4.0,7.4,6.46,5.0,6.89,7.05,7.52,,,,2024,0
RA-624,9.0,6.8,8.9,,5.0,7.5,7.72,7.43,Não atendido,Não,-1.0,2022,0
